IMGVR_UViG_3300019184_000039	3300019184	Ga0184590_118294	whole	Environmental;Terrestrial;Soil;Temperate forest	vOTU_00189395	1438	Linear	0.7851	High-confidence	17.69	0.00	Genome fragment	1;1;0;	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Stelpaviricetes;o__Stellavirales;f__Astroviridae;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300016700_000220	3300016700	Ga0181513_1152556	whole	Environmental;Terrestrial;Soil;Wetlands	vOTU_00141598	1950	Linear	0.9632	High-confidence	22.95	0.00	Genome fragment	2;2;0;1	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Stelpaviricetes;o__Stellavirales;f__Astroviridae;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300011333_000339	3300011333	Ga0127502_10986906	whole	Environmental;Terrestrial;Soil;Agricultural land	vOTU_00150140	9585	Linear	0.9664	High-confidence	86.65	0.00	Genome fragment	1;1;0;1	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_650627013_000001	650627013	650627053	whole	;;;	vOTU_08666299	7510	Linear	0.9612	High-confidence	100.00	0.00	Reference	2;2;0;	r__Riboviria;k__Orthornavirae;p__Duplornaviricota;c__Chrymotiviricetes;o__Ghabrivirales;f__Totiviridae;;	RefSeq	;;;;;;		RefSeq r213 (10.1093/nar/gkv1189)
IMGVR_UViG_3300010099_000052	3300010099	Ga0127450_1105167	whole	Environmental;Terrestrial;Soil;Grasslands	vOTU_00179691	6250	Linear	0.9752	High-confidence	47.80	0.00	Genome fragment	1;1;0;1	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Duplopiviricetes;o__Durnavirales;f__Hypoviridae;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300012518_000206	3300012518	Ga0129349_1464702	whole	Environmental;Aquatic;Marine;Coastal	vOTU_00196058	16676	Linear	0.8820	High-confidence	NA	0.00	Unsure	31;31;0;1	r__Riboviria;k__Orthornavirae;;;;;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300043815_000138	3300043815	Ga0456172_000121	whole	Environmental;Terrestrial;Soil;Floodplain	vOTU_00655432	4548	Linear	0.9739	High-confidence	100.00	0.00	High-quality	3;3;0;2	r__Riboviria;k__Orthornavirae;p__Lenarviricota;;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300043809_000059	3300043809	Ga0456166_000042	whole	Environmental;Terrestrial;Soil;Floodplain	vOTU_00197427	4684	Linear	0.9699	High-confidence	100.00	0.00	High-quality	3;3;0;2	r__Riboviria;k__Orthornavirae;p__Lenarviricota;;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300019212_000393	3300019212	Ga0180106_1267048	whole	Environmental;Terrestrial;Soil;Floodplain	vOTU_00197427	1309	Linear	0.7105	High-confidence	NA	0.00	Unsure	1;1;0;	r__Riboviria;k__Orthornavirae;;;;;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300020445_000015	3300020445	Ga0211564_10000112	whole	Environmental;Aquatic;Marine;Unclassified	vOTU_03744490	39319	Linear	0.9216	High-confidence	88.64	0.00	Genome fragment	49;49;0;5	r__Varidnaviria;k__Bamfordvirae;p__Nucleocytoviricota;c__Megaviricetes;;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300016702_000254	3300016702	Ga0181511_1308288	whole	Environmental;Terrestrial;Soil;Wetlands	vOTU_00065493	3446	Linear	0.8887	High-confidence	58.31	0.00	Genome fragment	3;3;0;1	r__Riboviria;k__Orthornavirae;p__Kitrinoviricota;;;;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300022509_000082	3300022509	Ga0242649_1000198	whole	Environmental;Terrestrial;Soil;Temperate forest	vOTU_00161953	3450	Linear	0.9721	High-confidence	44.78	0.00	Genome fragment	1;1;0;1	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Stelpaviricetes;o__Stellavirales;f__Astroviridae;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300034677_000349	3300034677	Ga0314802_003439	whole	Environmental;Terrestrial;Soil;Agricultural land	vOTU_00172528	1255	Linear	0.7817	High-confidence	NA	0.00	Unsure	1;1;0;	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300030712_000002	3300030712	Ga0307921_1000062	whole	Environmental;Terrestrial;Soil;Coastal area	vOTU_00167008	9055	Linear	0.9797	High-confidence	100.00	0.00	High-quality	3;3;0;2	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300030712_000002	3300030712	Ga0307921_1000062	whole	Environmental;Terrestrial;Soil;Coastal area	vOTU_00167008	9055	Linear	0.9797	High-confidence	100.00	0.00	High-quality	3;3;0;2	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300022510_000016	3300022510	Ga0242652_1000021	whole	Environmental;Terrestrial;Soil;Temperate forest	vOTU_00162401	6398	Linear	0.9760	High-confidence	90.72	0.00	High-quality	1;1;0;1	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300022533_000042	3300022533	Ga0242662_10000075	whole	Environmental;Terrestrial;Soil;Temperate forest	vOTU_00163121	7027	Linear	0.9751	High-confidence	100.00	0.00	High-quality	1;1;0;1	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_2757321049_000001	2757321049	2757369123	whole	Host-associated;Invertebrates;Unclassified;Unclassified	vOTU_08663391	9580	Linear	0.9741	High-confidence	100.00	0.00	Reference	1;1;0;	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Iflaviridae;g__Iflavirus;	RefSeq	;;;;;;		RefSeq r213 (10.1093/nar/gkv1189)
IMGVR_UViG_638276599_000001	638276599	638276049	whole	;;;	vOTU_08667111	9476	Linear	0.9752	High-confidence	99.96	0.00	Reference	1;1;0;	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Iflaviridae;g__Iflavirus;s__Perina nuda virus	RefSeq	;;;;;;		RefSeq r213 (10.1093/nar/gkv1189)
IMGVR_UViG_638275975_000001	638275975	638276951	whole	;;;	vOTU_08667140	9394	Linear	0.9751	High-confidence	99.14	0.00	Reference	1;1;0;	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Iflaviridae;g__Iflavirus;s__Ectropis obliqua virus	RefSeq	;;;;;;		RefSeq r213 (10.1093/nar/gkv1189)
IMGVR_UViG_3300003938_001371	3300003938	Ga0063230_11880781	whole	Environmental;Aquatic;Freshwater;Wetlands	vOTU_00141348	5748	Linear	0.9741	High-confidence	60.63	0.00	Genome fragment	1;1;0;1	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Iflaviridae;g__Iflavirus;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_2757320801_000001	2757320801	2757368688	whole	Host-associated;Unclassified;Unclassified;Unclassified	vOTU_08669633	7429	Linear	0.9701	High-confidence	100.00	0.00	Reference	1;1;0;	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Picornaviridae;g__Kunsagivirus;s__Kunsagivirus C	RefSeq	;;;;;;		RefSeq r213 (10.1093/nar/gkv1189)
IMGVR_UViG_3300022507_000010	3300022507	Ga0222729_1000018	whole	Environmental;Terrestrial;Soil;Temperate forest	vOTU_00162357	6717	Linear	0.9742	High-confidence	79.06	0.00	Genome fragment	3;3;0;2	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Stelpaviricetes;o__Stellavirales;f__Astroviridae;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_2595698721_000001	2595698721	2595727703	whole	;;;	vOTU_08669713	7697	Linear	0.9743	High-confidence	99.07	0.00	Reference	1;1;0;	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Picornaviridae;g__Limnipivirus;s__Limnipivirus B	RefSeq	;;;;;;		RefSeq r213 (10.1093/nar/gkv1189)
IMGVR_UViG_3300009753_000046	3300009753	Ga0123360_1142681	whole	Environmental;Aquatic;Marine;Hypoxic zone	vOTU_00148238	7676	Linear	0.9735	High-confidence	77.32	0.00	Genome fragment	2;2;0;2	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300035587_000899	3300035587	Ga0374543_016062	whole	Environmental;Aquatic;Marine;Coastal	vOTU_00053867	1011	Linear	0.7344	High-confidence	12.44	0.00	Genome fragment	1;1;0;	r__Riboviria;k__Orthornavirae;p__Duplornaviricota;c__Chrymotiviricetes;o__Ghabrivirales;;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300019241_000101	3300019241	Ga0187793_1240569	whole	Environmental;Terrestrial;Soil;Wetlands	vOTU_00052688	8097	Linear	0.9742	High-confidence	100.00	0.00	High-quality	3;3;0;2	r__Riboviria;k__Orthornavirae;p__Duplornaviricota;c__Chrymotiviricetes;o__Ghabrivirales;;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300009868_000825	3300009868	Ga0130016_10019419	whole	Engineered;Wastewater;Activated Sludge;Unclassified	vOTU_00140331	9514	Linear	0.9653	High-confidence	100.00	0.00	High-quality	2;2;0;1	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;;;	geNomad	;;;;;;		geNomad v1.1.0 (10.5281/zenodo.7015982)
IMGVR_UViG_3300001809_000073	3300001809	JGI20220J20339_1008985	whole	Environmental;Aquatic;Freshwater;Wetlands	vOTU_00140331	9459	Linear	0.9606	High-confidence	99.56	0.00	High-quality	1;1;0;1	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Iflaviridae;g__Iflavirus;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_648936735_000001	648936735	648936703	whole	;;;	vOTU_08667932	6155	Linear	0.9637	High-confidence	100.00	0.00	Reference	4;4;0;	r__Riboviria;k__Orthornavirae;p__Kitrinoviricota;c__Tolucaviricetes;o__Tolivirales;f__Carmotetraviridae;g__Alphacarmotetravirus;s__Providence virus	RefSeq	;;;;;;		RefSeq r213 (10.1093/nar/gkv1189)
IMGVR_UViG_3300019241_000101	3300019241	Ga0187793_1240569	whole	Environmental;Terrestrial;Soil;Wetlands	vOTU_00052688	8097	Linear	0.9742	High-confidence	100.00	0.00	High-quality	3;3;0;2	r__Riboviria;k__Orthornavirae;p__Duplornaviricota;c__Chrymotiviricetes;o__Ghabrivirales;;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_3300003938_001371	3300003938	Ga0063230_11880781	whole	Environmental;Aquatic;Freshwater;Wetlands	vOTU_00141348	5748	Linear	0.9741	High-confidence	60.63	0.00	Genome fragment	1;1;0;1	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Iflaviridae;g__Iflavirus;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
IMGVR_UViG_638276599_000001	638276599	638276049	whole	;;;	vOTU_08667111	9476	Linear	0.9752	High-confidence	99.96	0.00	Reference	1;1;0;	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Iflaviridae;g__Iflavirus;s__Perina nuda virus	RefSeq	;;;;;;		RefSeq r213 (10.1093/nar/gkv1189)
IMGVR_UViG_2757321049_000001	2757321049	2757369123	whole	Host-associated;Invertebrates;Unclassified;Unclassified	vOTU_08663391	9580	Linear	0.9741	High-confidence	100.00	0.00	Reference	1;1;0;	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Iflaviridae;g__Iflavirus;	RefSeq	;;;;;;		RefSeq r213 (10.1093/nar/gkv1189)
IMGVR_UViG_2757320772_000001	2757320772	2757368656	whole	Host-associated;Unclassified;Unclassified;Unclassified	vOTU_08662771	7788	Linear	0.9728	High-confidence	100.00	0.00	Reference	2;2;0;	r__Riboviria;k__Orthornavirae;p__Duplornaviricota;c__Chrymotiviricetes;o__Ghabrivirales;f__Totiviridae;;	RefSeq	;;;;;;		RefSeq r213 (10.1093/nar/gkv1189)
IMGVR_UViG_2974563239_000001	2974563239	2974563239	whole	Host-associated;Fish;Unclassified;Unclassified	vOTU_08669547	7746	Linear	0.9563	High-confidence	98.83	0.00	Reference	1;1;0;	r__Riboviria;k__Orthornavirae;p__Pisuviricota;c__Pisoniviricetes;o__Picornavirales;f__Picornaviridae;g__Limnipivirus;s__Limnipivirus C	RefSeq	;;;;;;		RefSeq r213 (10.1093/nar/gkv1189)
IMGVR_UViG_3300003162_000147	3300003162	Ga0006778J45830_1034534	whole	Host-associated;Plants;Roots;Rhizosphere	vOTU_00055684	7137	Linear	0.9632	High-confidence	100.00	0.00	High-quality	2;2;0;1	r__Riboviria;k__Orthornavirae;p__Kitrinoviricota;;;;;	RVMT (doi:10.1101/2022.02.15.480533)	;;;;;;		RVMT (10.1101/2022.02.15.480533)
